text,genre,lable
explode dust expectations throw script tree line unwind like milk conscious industry work know sweets live control load live greed city justice smoke legs cause yeah brink poor today world wonderful shed money intent stop streets aftermath straight look face,jazz,0
material lessons creativity level damage pour continue matter like psycho ride fuck story straight believe ball grass solution bitch world mistake master role counter master fine career cake crazy hell mean count real real bumpy destruction yeah like light feel wheel mind pearl high time believe rid friend hail pole juice gun,jazz,0
stay sentence ship hell blast rocking pillow world work feather bitch later ring money drug message justify soared cop luxury waist motivation,jazz,0
double crack take future time people world ride diamonds city retaliation distract space like stories world bear double police like joke dark candle lie highest different great proteins remember commercial teach people scenes thumb time scheme world income bitch money chemicals people future smile insane earth give church champ roll guess earn evidence position fool dont heat need permanently roads signal real bricks weed dine camera stay disaster school faithful planet delete pack cities notice dope high poison seek go like paper bleed cheese barrier yeah money lunch epitome bomb second like mama live things gucci like fuck,jazz,0
read beast watch paper upside pills errors promise chat place space cross bomb bitch care time hoe track time stick time black mean future like drug fall fade macaroni guru band cash get demons hear dank chemistry place consider,jazz,0
read tell slave wisdom ride award society vary year kill friend count poor take magazine ghost life weight sell diamonds police shaker master tick pocket people age stress post lap see face young time damn charge roads matter work family time trap stretch need smoke teacher myth leave,jazz,0
main political deal race pile go sight couple days bitch go tell headphones circus singapore sons struggle feel slippers real wire bag real allah wanna school stupid usual things father time girl close stop streets creep world know universal review member look drink need teach happen scum angry ethereum young channel action musical flash haters ghost happen different welcome lifetime inside educate face link pour larger artist loud guru cause different grow girls usual flow plot water hard feel disease artist fake roll face stories bone watch drink lean face clone trail syrup like different high corporate people bitch sit bitch mass feel high like race possibilities pussy real live life look surround press,jazz,0
okay see tell turn ears hard lyrical read smoke world exist think high consequence reach real fuck dutch journals silicon plant restored real positive thang giggle gear violate minor real yeah translation lips conclusion action gate know souls blades right heel explore girl blast desperate basic soul everybody real self guilty card ones take take weed join automatically everybody trust society learn thou place pathetic fake peace paper rack line yellow race yeah cost yeah swear everyday life tell world slave neck bitch brothers million power dismantle basic,jazz,0
ghost try corruption start invention like course roll make greed soft karma age revenge weight real yeah disconnect subtle conversations single seat world older public place people church continue team like world midi critical life different fashion diamonds breathe rubber ananny see high children hell certainly make work cause tongue bitch learn start house life boat sober drug drink message brief fuck fool asshole know frame ghost learn start course defeat green like paper speed world look state welcome city answer hoe main rule wall hard everybody cake beat money real come cause base average kind cost feel dinner straight actually shoot dope phase collide gold self soul know button weed time psycho rhyme chat time mix bitch attitude world older bring drink hand man clinics agenda dont purchase empire real yeah family high false common amaze ahhh thumb fuck entertainment suicide backyard smoke paper heel crave bend golden look time damage real think strip kill soul high ghana paper shop display doors place line food scandal ride communication news hilarious people run need wellness main run world soak live stay parent greatest ways years fuck real thousand cause delivery struggle right city turn cause,jazz,0
birthday ignorance disease need vision alive sell stay role like people fuck inspection york hype fuck place slippers fit sweets soak church shoulder book spring world like world fresh truth face cold truth weed yeah pipe mutations elephant hustle heat ghost real paradise want youth slide death chump,jazz,0
poison talk help stop facts nation girl calm grid consistently goddamn care high break butter yeah kodak bitch bitch recognize crash fiber battle action outta world atmosphere chinese truth right chronic catch stick lock real grind need inhaled hood transplant work spread hero wisdom belt eye stick table mix hide,jazz,0
world gold try time watch poverty admit think land mexico jamaica world oooh like drive belt delicious look outta actual want young special future universe fuck psycho work streets mean lean door live lyrical city police know,jazz,0
true diamonds journey soul train smart commit bitch come original load brave try zone adapt slap scratch go past integrity imperfect mlan american creep rat need world spend dont class ride pressure arab giggle sanctuary careful queen poverty lose attitude,jazz,0
whip star city matter sack think product politicians sideways stupid superior little highway know payment boundaries lock millions dumb anxiety yeah biblical know chain rhyme money chat oppressed read night different struggle race world hear city spring death lemon champagne society world tool special rid matter action society thriller lick steal lie mother seven knife promise thousand alert read special partner tell leaf chances fuck school everybody real quit watch hide tricky hold negativity high streets pregnant drive word cruise infinite real face teach like pass streets live real real slide true tell,jazz,0
hardship line look chain step demand piece like comfort face touch children bitch gotta bitch replay paper universe money wait european family colder face stone face stop course biology billboard queen cities view high like soon school brother demonstrate,jazz,0
truth world lean ensures bible remedy want bring right kid league go crowdstrike million shit think need bigger ride mistake travel grow human deliver order road real take grade world magnificent snoop pills hell normal bitch pink state high windows soul ready rock experience face ghost sustain drink slip waste meet long world,jazz,0
direction high enjoy mismatch view fast mine doo sell work bath bank stick rewind oooh grab run kill humans keen take assembly photo fake yeah hours dope unity bless life brain different sound dine message time york tell provide upside think teach peace threats real daily like drug roll shit bitch solitary doors like tick write world want easy game line like wife store opinion write tell real straight rule time ghost,jazz,0
confusion react surface take aunt soul face public slap learn land leave hear politician fault survive balance apparent horse time cancel lose crunch people gun pasta bottle master action sentence know bitch world care think help wish need physicians fool approaches beat star sober photo phase say paper metal hiding young species make change gate nation city hero hottest room suggest book acid afford live want chest yeah,jazz,0
history shit tell famous race minnesota thou drive weight birdie clearance cause clear idol bitch wave opportunities dumb film cause guilty slave family mental world roll give closure cause age real mirror honest earth thing kill outta hottest wrist history know come push people impossible denial buy come question high guru windows designer sorry poor alright world attitude cool wifi eye future stay toilets appeal hero invitation amaze crazy grab move quali rent drink fathom people,jazz,0
paper giggle road world consequences life smoke million count think people school world gasoline easily check see yeah right sober thing lean alive worldwide medicine live touch high,jazz,0
world challenge city commit shitty get crazy escape psychological teacher destroy school gate tell lean loyalty million long okay greatest remedy snack plan bust riders drop dangerous world soft real guilty style think mind hypocrite direct south place bunch survive long fate drink lay time native money bless shoot streets track collide slow like sell young truly operate tone prepare ticket hell face proud disgrace tell world feel look conscious,jazz,0
tell race chance bitch lose float jack million trap south believe fuckin wax juice bitch stick real madness african high shit high fame beer drug go movie smoke pearl green,jazz,0
host need yeah date people thats better holy purpose take forever drink sure higher actors fact rid fee cut sell cause house survival grandma cake imagine surface guide ripple buy things advice bitch yeah look range association world market duty time spend read street tick facts come smoke cause house insult weak go,jazz,0
yeah signal impossible soil word doors rob collapse time green bullshit lose,jazz,0
right technology junk crack ghost bounce surprise squeeze smoke create career color people tongue fine keep promise click seemingly lean power crack face like smoke poison bless grab judge snowflake like master ride youth smoke object watch outta cars team bubble silver world royalty trouble diamonds term monster spot world leap balance reckon surpass york look cause pick devil world policy unique holy write fuss hand go dope talk gotta happen rule understand like eye send shirt bitch picture pity iron time expect weed industry rid real action cost bitch queen populations creep vice fuck work project miracle person fence hell like screening direct survival real fade hard street paper distracted move sell ball rent negative like smell play friend face,jazz,0
grand pocket master famous reach perfect view high brand like snake destroy cassette like real neck profit protect like south shit rule reason factory real break truth leadership time button half good like enter place hotel ghost name pass straight smoke like drop sure bitch cake meal round like know teach life wrist challenge code cause choose delete thoughts level gate money gotta honest equal world bitch struggle neighbor scene intimate negative hate rest race face know cure buzz like class hour hunger jacket east fuck planet hawk different world enemy imagine green crowd shit care world cuban zone work conversations stand know world speed disease cane get perfect till light think justice things lean race world brain arena like hiphop place start like narrow girls yeah world metal bitch couple limit screen laugh craft hollywood shoulder permanent rule team valet instead suffer come nerve tool nation suicide bitch till calculate get trauma time join kill survive hustle house losers hundreds brain welcome crust section people perfection guru brothers pull imagine teach smoke movie rush people lord stack think generation creativity knowledge fame attraction common agenda finally polar account hell things crave element chain,jazz,0
school hell kill hoe rush oklahoma fine time hell leaders problem fire door city shine second nervous soul oppose speed house wrong north wide evolution place whip 🥶 stick hear bitch intimate mold support psycho bitch greatest cinema high couple talk grip react sober deal fruit picnic smile like people yeah people things heat go watch break early world state stay fuck draw mind read beach like world open belt real piece machine ride mean girl picture hate step buzz mustard bench city rob defeat open grade pure deal screen ring away world hustle · truck yeah read gear protect work friends march bury count proud like musical police common issue streets boundaries people everyday struggle tell right world strive come dream till say world mean line cost trust eye plant stretch flash world outta dudes begin open people settle life real,jazz,0
shit deal button struggle straight cameras kill slice ball surgery sell pipe bubble need younger money push lick tree master city world decline lord run survival void signal wheel mummy weed wall fame like game escape sit dollar human deal college head yell make mental trap infrastructure base gotta fake order supply common card handle children field touch drop teach brooklyn pussy sack world crime face rhyme metro span need lose bible life stake ghost face heel hungry cop large claim thoughts crap rise type fall paper remember benfica accomplish time cancer stress cop drinking effect smoke territory get common throat plush dope paramount ring live ride roll city fuck crook career ignorant border fame think elevate high cause start wanna know omega platter chocolate people intelligence stay mental save world hell live state hell grandparents gonna picture people follow thou partly lie teach smoke tolerate place dragons play time combat count count main inside ticket rat straight human jeans people monopoly main oooh weakness pass mama dancer ohhh educate chuck see scare nation bomb step light ghost planet cartoon world opera fuck fashion corner politics smoke innovation high hate brawl know hopeless people,jazz,0
fleece leave jump partner time yeah like queen piece rapidly international girls round crush reference tell right unlikely drama legacy hard coast energy like bomb people finish hell gold land female weakness fuck high need perfectly greed,jazz,0
fake remedy pole redeem evil progress straight large broadway drive world world like shit dancer beach hustle cars punch paper hear heart oooh hall vodka real devil young hypocrisy come clip yeah world nerve learn life race chest beat hold game world alive remedy slow pressure take reckon shitty tell yoga greatest claim bomb ride library paper world mass rebuild season fast nice heat cash fuck best vote real coach face butt thing mind right different watch point real script real teach kill diagnosis golden solution,jazz,0
bounce train straight give learn streets commercial twitch mind like like line money run tell time disease life bitch wrong page come snoop million treasure proud ride exactly grab buzz multiply smoke texts boat place african cisa school bitch world easier deal years story hell stack question tooth focus famous hell keeper dust legs read smoke president,jazz,0
real people hook central world sweets relative real attitude pressure school stay take grab sell friend world valtteri die yeah society room camera nation drink host whip breathe cost pull politicians come risk push evolution real bitch message mess head like sell nation kill drug go smoke tell bitch hustle temporarily poverty tick photo thief mind pure blunt twice step future pack brain mistake smoke like green home grind leisure fuckin lifestyle raise strive neighborhood slide outer hold blood dirt bottle action colder deal legend catch protect spread world catch pay truth go small buzz days purple speak list yeah action enormous truth cut corrupt end gold,jazz,0
hair coat 🩹 future control sight prepare collide bodyguards fuck oooh tense dust tunnel disaster tooth chart keep thread plate wheel city face breath know cowboy enemies tell fridge father smell step tonic strike smoke people society tongue sign respect ladder know speak hunt star outta sell ready greatest get like maybe shit shit people consequence fear near watch life oooh cause need drug goods decide grand good youth need know wheel like world typical oooh teach claim cowboy get,jazz,0
fear high smoke owner grudge center adult xpsvwr strive tell girls rise call tooth young race world zero like harms expose like neck peach problems land book load problem reward london clean combat ticket size change beach read life inside nazi kill hell peace different bitch time tour circus end course pussy brooklyn nasty come near hate laugh movies hell exactly news like equal race lean slap pray chain stick smoke like great break stay teach and… know face like true time holy human fashion pocket dope,jazz,0
thing lose entire reach sense globe commercial cities plant work days partner tone youth daily grow go fame positive different stress story open slippers young soul disease fact jump positive different seed ride trust master soul smoke board streets tick host straight slide life problems crush dirt like watch hand grow feel lean force wake past keep operate total twitch fame push trust smoke high greatest prior greed see like death real real watch bricks confident,jazz,0
plane flex throne agree strong lady technology future unity young world hectic happen move greatest right rip motivation scandal better grandma kid circle shit deal mean wrist master care think episode soil hood madness madness heavy pills evil time want fake songs realy point work man nerve quickly like clear wont bitch smoke 🚙 range barrel fuck pocket peach amaze roll rule meet lose crash smooth smoke work space work type real bible world care pain like television whip sink long evil respect keeper heavy blah lack ball acu succeed grind world commence life life tell light dream apply universal dogg balance remain vote satellite jacket power kill vibe cover cause rush different choose world stay oxygen drink mass economy go urgency youth world fake slap drug real drink like like super push weight snake mess smoke diamonds follow play wide real pacific manage sell like emergency poverty world plot stand need breach live amaze like teacher time dive graphs beat message spend mouth straight lock high sell ganfeng stay era waste nightmare gold mind beard yeah confidence watch coast bristol butter,jazz,0
wagon high take gold youth equal cars invitation whip problems streets sit life window straight touch good people soul street pretend cope grip tick tick cause protect fence long teach right haters teeth demons rush develop oooh trick family bright smoke angle young enormous joke beat crazy fuck lose beach empire psychological fuck floor rule horizon people time green say grim place free speed legends democracy girl type cake world need,jazz,0
nervous place trouble million paper lips button like bleed repeat world express world mistake friendly enjoy yeah logo pink young oooh cause higher bitch surround american plot screen city theme,jazz,0
drug shine world dust tour need violence strike oooh gift choose order miracles beach permanently line care time float genocide kid live smoke world syrup chest factory till large like welcome read world like host clone globe toast knowledge turn place drive half business come commit operate understand face destiny pass real anxiously work later fake count knowledge world bag tick okay round hint man monster passengers like truly real smoke forward like think possibly pills drop right mouth right smoke couple main mother mind cities ride lean princess diamonds keep hungry survive pollution city filthy,jazz,0
seven room beat flow like abstract project dim stress trick face time host nice spite small beat know rock teach batter show post take hate idiotic shop boop principles travel come rule fuck give sober know people fanfare like magazine time know call time keen damn bitch read career upside world serve alive,jazz,0
sons planet ruthless business chinese overcome look yellow route world school run dust wonder real smoke look care exist kill soon social deal chain drug root american continue stay person clean ohhh lot smoke dust pure till gate intelligence life professor life weed strip world favor idea pacific hard live private world bitch soul help vacation kill averted battle need challenge game cure place dust tape stay chat work wave real nowadays high lace fade double bright right author world maintain young hole equality stick different disgust speak fuck program product close trap screen life screen room home figure california hell,jazz,0
luckily paper leader master open stewards ways immune think days kind conversations sure game life give watch believe believe circle liars expose ‘new weakness chess opposite upset come stay time bitch blow spirit grief oooh share place yeah feel respect state finger,jazz,0
kings slice form plant listen circus shirt skill time welcome high death quick electric snap respect bond head bitch think yeah money soul south enormous action spirit government tick matter check mass,jazz,0
wide like flow runner biblical sneaky catch million mark need take project board understand ways protect bravo resilient cause ride world thoughts tooth oooh handle tick make high revive write baby get deal revenge like lose bill enter chill greatest world,jazz,0
like see high quit best protect button bitch pack trap stronger wanna society sure dream like chapter fashion space porsche open ladder give tell go rule come take race half work ugly demons lean complete complete slippers blah break cities fuck right structure yeah survival north heavy steady script truck risk free galaxy world form wish suicide talk future like walk crime crime,jazz,0
hero respect tongue enemies waste bend dime creep know smoke read teach real crack kill hoe arrangements press deal breath,jazz,0
ghost kick south cop cause link cause good bitch leap riders public minor fuss space cent years mistake drop main script denial line cop weed hell thoroughly sign like get countdown cause youths psycho libertarian city choose fashion different live victory trust violence wide favourite hate direction project work classical trap talent live wreck rent drink mess picture world drop high cop mind slide watch okay honest money rise streets observe judge college plain speech high commit go feet believe steal shield,jazz,0
press bounce live breathe bar world gonna try children opposite team plan spirit deliver check till pass roll spite avon auction world world feature fuck gotta revolution extra plane abide hungry mind teach dust card live death cash brain line right handle ones like fast explode high things lose line come tint organize thoughts roll spiritual time world account nose victory fuck welcome nearly wanna past doors fantastic see say mental thumb hummer ride,jazz,0
thats high like insane intro global fuck real think bring button diamonds city care round political fool confidence rule overview paper stay deal learn bless rhyme cities castle crowd smoke street greatest drug mystery know high flag button abide tell money say like pretend stop city get fuck large city hollywood future ride harder high sister dress inch like weed busy collect soul spend right sleep customs time poison different order go sack world beat hell crazy see ubisoft 🔭 bitch bite amaze outta pocket tax open people rhyme race support paramount hell thing anonymous glamour sell go bleed fancy bend america shop hump list world wheel mama huge admission think rule daughter house color trust individual damn praise finger bear thats time fact summon brink ride feel choose recognize people solution lazy home royalty shoot rhyme round game pull wonderful family revolution harm lean cheat right piss bear stop gold teach knockout basic like partly shitty view roll talk defender separate irish kyc cause yeah,jazz,0
pull proud home button like stuff grow fact thing decline sign problem bitch universal random light world date corona small movement clone heat dine face know heavy policy elevate weed book bar background desperate root friends mean money till boat real free diamonds room alive thrilling police take sense campbell beware welcome cane fifth ride go half fridge hate beat pocket department kill world age look stop wise green cool tell good golden live bitch grow create need place hell mozambique fast smoke millions touchdown hustle know world half need peace head go high know high drag hard shine like dust real possess center world game column come foot superior cb know slap arena glow shoot bleed strand tongue dumb people code space beautiful surround busy millions rock crazy need fuck world try like community jail honest real tricky,jazz,0
african lick button look look bust root world real world everybody button level massive real gold plan drug world like face program talk kill tense mind urgency people millions live point time damn weigh speed attract television distribute mess curry chamber paper privacy attention rid strike straight stay wreck cheat sure try foreign teacher dot diamonds designer school immune tongue pop word care grand blah sight people receive backpack young line fuckin hungry forget slide clown watch know ways floor need cruel race doors stop,jazz,0
drug high slice move feel work thumb meditation like chapter salt course real bar thing brother talk heat scandal teacher mention high pilot mountain girl real turn backbone think run alpha smoke smoke church seed drug lick interestingly stick sell release sell city crime thats whip surround days smaller till bless slow style cause go lean hell gun cash tear open path,jazz,0
highest unity like slide hard lack fuck dollars yen self till higher time streamed world blind paper hoe slow ghost ugly ideal anxiety hold everyday family blow die wire sake grow days fool focus massage smoke subtle stack world attractive yoga like pills evil fact hustle stronger monsters bristol plan buzz agree leave stay roll gang stay ride piece care pagan years count drug cool sex workplace disgrace think military loss girls medicine basic drink bring zero screen goddamn yeah light fuckers political fiction hiphop best world purpose fully trap money cock submit crazy insist roll laugh youth everybody mental influence medicine territory,jazz,0
education run like roll amaze seemingly wise come stay chip felt care dancer perfect worlds like fuck pathetic work second confidence score bitch smoke crime inner life city quit doubt history disease deal knock dust hell time prime roll need yeah handle drug family better bitch right world purchase round different nose whip sanctuary reject paper belong teach adult kid wanna try grow ladder store lay bleed waste,jazz,0
